group_sid,group_id,group_name,technique_id,technique_name,is_subtechnique
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1057,Process Discovery,False
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1069.002,Domain Groups,True
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1059.005,Visual Basic,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1070.004,File Deletion,True
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1059.003,Windows Command Shell,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1189,Drive-by Compromise,False
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1070.003,Clear Command History,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1041,Exfiltration Over C2 Channel,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1480.001,Environmental Keying,True
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,G0106,Rocke,T1059.006,Python,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1484.001,Group Policy Modification,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1087.002,Domain Account,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1102.003,One-Way Communication,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1189,Drive-by Compromise,False
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1078,Valid Accounts,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1566.001,Spearphishing Attachment,True
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,G1024,Akira,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1588.002,Tool,True
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1059.005,Visual Basic,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1595.002,Vulnerability Scanning,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1566.002,Spearphishing Link,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1074.001,Local Data Staging,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1007,System Service Discovery,False
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1595.002,Vulnerability Scanning,True
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1566.002,Spearphishing Link,True
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,G1040,Play,T1587.001,Malware,True
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,G0117,Fox Kitten,T1217,Browser Information Discovery,False
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1105,Ingress Tool Transfer,False
intrusion-set--d69e568e-9ac8-4c08-b32c-d93b43ba9172,G0076,Thrip,T1219.002,Remote Desktop Software,True
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,G1033,Star Blizzard,T1608.001,Upload Malware,True
intrusion-set--1c3dcf91-b859-4aae-a09c-ae26dc8b6390,G1045,Salt Typhoon,T1098.004,SSH Authorized Keys,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1136.002,Domain Account,True
intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,G0095,Machete,T1059.006,Python,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1568.001,Fast Flux DNS,True
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,G0122,Silent Librarian,T1589.003,Employee Names,True
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,G1024,Akira,T1078,Valid Accounts,False
intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,G1009,Moses Staff,T1082,System Information Discovery,False
intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,G0066,Elderwood,T1566.001,Spearphishing Attachment,True
intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,G0008,Carbanak,T1218.011,Rundll32,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1102.002,Bidirectional Communication,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1583.006,Web Services,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1529,System Shutdown/Reboot,False
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1573.001,Symmetric Cryptography,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1204.002,Malicious File,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1027.013,Encrypted/Encoded File,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1119,Automated Collection,False
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1090.003,Multi-hop Proxy,True
intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,G0070,Dark Caracal,T1218.001,Compiled HTML File,True
intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,G0137,Ferocious Kitten,T1036.002,Right-to-Left Override,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1204.001,Malicious Link,True
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1132.001,Standard Encoding,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1583.004,Server,True
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1027.013,Encrypted/Encoded File,True
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,G1018,TA2541,T1588.002,Tool,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1190,Exploit Public-Facing Application,False
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,G0117,Fox Kitten,T1059.003,Windows Command Shell,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1595.002,Vulnerability Scanning,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1110,Brute Force,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1546.015,Component Object Model Hijacking,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1053.005,Scheduled Task,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1204,User Execution,False
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1518,Software Discovery,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1005,Data from Local System,False
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,G0064,APT33,T1566.001,Spearphishing Attachment,True
intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,G0024,Putter Panda,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1059.003,Windows Command Shell,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1560,Archive Collected Data,False
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,G1033,Star Blizzard,T1539,Steal Web Session Cookie,False
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1037,Boot or Logon Initialization Scripts,False
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1218.011,Rundll32,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1133,External Remote Services,False
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1071.001,Web Protocols,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1204.002,Malicious File,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1105,Ingress Tool Transfer,False
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1133,External Remote Services,False
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,G0098,BlackTech,T1021.004,SSH,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1556.006,Multi-Factor Authentication,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1133,External Remote Services,False
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1053.005,Scheduled Task,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1204.002,Malicious File,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1589.002,Email Addresses,True
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,G0053,FIN5,T1119,Automated Collection,False
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1588.002,Tool,True
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1589,Gather Victim Identity Information,False
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1078,Valid Accounts,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1199,Trusted Relationship,False
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,G0142,Confucius,T1059.005,Visual Basic,True
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1070.004,File Deletion,True
intrusion-set--2fd2be6a-d3a2-4a65-b499-05ea2693abee,G0084,Gallmaker,T1560.001,Archive via Utility,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1056.001,Keylogging,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1110,Brute Force,False
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1497.001,System Checks,True
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1221,Template Injection,False
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1570,Lateral Tool Transfer,False
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1003.001,LSASS Memory,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1112,Modify Registry,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1070.004,File Deletion,True
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1027,Obfuscated Files or Information,False
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1656,Impersonation,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1120,Peripheral Device Discovery,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1204.002,Malicious File,True
intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c,G0056,PROMETHIUM,T1078.003,Local Accounts,True
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1003.003,NTDS,True
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,G0098,BlackTech,T1106,Native API,False
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1620,Reflective Code Loading,False
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1656,Impersonation,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1021.006,Windows Remote Management,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1027.002,Software Packing,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1566.002,Spearphishing Link,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1218.011,Rundll32,True
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1124,System Time Discovery,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1083,File and Directory Discovery,False
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1036.010,Masquerade Account Name,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1059.003,Windows Command Shell,True
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,GALLIUM,T1133,External Remote Services,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1087.002,Domain Account,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1053.005,Scheduled Task,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1552.001,Credentials In Files,True
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1057,Process Discovery,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1027.010,Command Obfuscation,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1003.003,NTDS,True
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--56a05d27-4d47-418a-b330-781c5614f202,G1041,Sea Turtle,T1560.001,Archive via Utility,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,G0127,TA551,T1218.011,Rundll32,True
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,G1024,Akira,T1558,Steal or Forge Kerberos Tickets,False
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,G1022,ToddyCat,T1566.003,Spearphishing via Service,True
intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,G0008,Carbanak,T1078,Valid Accounts,False
intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,G0135,BackdoorDiplomacy,T1055.001,Dynamic-link Library Injection,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1111,Multi-Factor Authentication Interception,False
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1070.004,File Deletion,True
intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,G0115,GOLD SOUTHFIELD,T1219,Remote Access Tools,False
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1033,System Owner/User Discovery,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1106,Native API,False
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1056,Input Capture,False
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1113,Screen Capture,False
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1021.001,Remote Desktop Protocol,True
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1071.001,Web Protocols,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1033,System Owner/User Discovery,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1588.002,Tool,True
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1074.001,Local Data Staging,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1046,Network Service Discovery,False
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,G0019,Naikon,T1046,Network Service Discovery,False
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1039,Data from Network Shared Drive,False
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,G0019,Naikon,T1047,Windows Management Instrumentation,False
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1566.002,Spearphishing Link,True
intrusion-set--56a05d27-4d47-418a-b330-781c5614f202,G1041,Sea Turtle,T1564.011,Ignore Process Interrupts,True
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1021.001,Remote Desktop Protocol,True
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,G0077,Leafminer,T1003.005,Cached Domain Credentials,True
intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6,G0085,FIN4,T1204.002,Malicious File,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1027.002,Software Packing,True
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,G0073,APT19,T1027.013,Encrypted/Encoded File,True
intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,G0137,Ferocious Kitten,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,G0127,TA551,T1027.003,Steganography,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1203,Exploitation for Client Execution,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1027.010,Command Obfuscation,True
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1074.001,Local Data Staging,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1573.001,Symmetric Cryptography,True
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1204.001,Malicious Link,True
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,G1014,LuminousMoth,T1105,Ingress Tool Transfer,False
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,G0005,APT12,T1102.002,Bidirectional Communication,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1588.001,Malware,True
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1574.001,DLL,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1087.002,Domain Account,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1583.004,Server,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1588.001,Malware,True
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,G0105,DarkVishnya,T1110,Brute Force,False
intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,G0021,Molerats,T1566.001,Spearphishing Attachment,True
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,G0030,Lotus Blossom,T1090.001,Internal Proxy,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1059.005,Visual Basic,True
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1657,Financial Theft,False
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1559.002,Dynamic Data Exchange,True
intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,G0070,Dark Caracal,T1189,Drive-by Compromise,False
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1530,Data from Cloud Storage,False
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1204.002,Malicious File,True
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1059.001,PowerShell,True
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,G0030,Lotus Blossom,T1539,Steal Web Session Cookie,False
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1566.001,Spearphishing Attachment,True
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1090,Proxy,False
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1102.002,Bidirectional Communication,True
intrusion-set--bf668120-e9a6-4017-a014-bfc0f5232656,G1026,Malteiro,T1657,Financial Theft,False
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1091,Replication Through Removable Media,False
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1598.003,Spearphishing Link,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1598.003,Spearphishing Link,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1027.006,HTML Smuggling,True
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,G0006,APT1,T1566.002,Spearphishing Link,True
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1068,Exploitation for Privilege Escalation,False
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1070.004,File Deletion,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1608.001,Upload Malware,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1070.004,File Deletion,True
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1555.005,Password Managers,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1557.004,Evil Twin,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1027.010,Command Obfuscation,True
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,G1008,SideCopy,T1608.001,Upload Malware,True
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1036.004,Masquerade Task or Service,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1027.010,Command Obfuscation,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1562.003,Impair Command History Logging,True
intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,G0018,admin@338,T1083,File and Directory Discovery,False
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,G0030,Lotus Blossom,T1112,Modify Registry,False
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,G1001,HEXANE,T1069.001,Local Groups,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1083,File and Directory Discovery,False
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1674,Input Injection,False
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1003.001,LSASS Memory,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1552.006,Group Policy Preferences,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1203,Exploitation for Client Execution,False
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1078.002,Domain Accounts,True
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,G0099,APT-C-36,T1036.004,Masquerade Task or Service,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1055.012,Process Hollowing,True
